sic_code,sic_section,sic_section_desc,sic_division,sic_division_desc,sic_group,sic_group_desc
93120, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
93130, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
93190, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
93191, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
93199, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.1,Sports activities
93210, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.2,Amusement and recreation activities
93290, R,"ARTS, ENTERTAINMENT AND RECREATION",93,Sports activities and amusement and recreation activities,93.2,Amusement and recreation activities
94110, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.1,"Activities of business, employers and professional membership organisations"
94120, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.1,"Activities of business, employers and professional membership organisations"
94200, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.2,Activities of trade unions
94910, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations
94920, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations
94990, S,OTHER SERVICE ACTIVITIES,94,Activities of membership organisations,94.9,Activities of other membership organisations
95110, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.1,Repair of computers and communication equipment
95120, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.1,Repair of computers and communication equipment
95210, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
95220, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
95230, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
95240, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
95250, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
95290, S,OTHER SERVICE ACTIVITIES,95,Repair of computers and personal and household goods,95.2,Repair of personal and household goods
96010, S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities
96020, S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities
96030, S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities
96040, S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities
96090, S,OTHER SERVICE ACTIVITIES,96,Other personal service activities,96.0,Other personal service activities
97000, T,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,97,Activities of households as employers of domestic personnel,97.0,Activities of households as employers of domestic personnel
98100, T,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,98,Undifferentiated goods- and services-producing activities of private households for own use,98.1,Undifferentiated goods-producing activities of private households for own use
98200, T,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,98,Undifferentiated goods- and services-producing activities of private households for own use,98.2,Undifferentiated service-producing activities of private households for own use
99000, U,ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES,99,Activities of extraterritorial organisations and bodies,99.0,Activities of extraterritorial organisations and bodies
